MinTemp,MaxTemp,Rainfall,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
26,32.4,0,48,24,30,63,66,1007.6,1005,29.7,30.3,No,No
25.3,32.7,0.8,54,22,39,68,58,1007.2,1004,30.3,31.4,No,Yes
25.3,33.8,4,57,22,30,63,52,1005.9,1002.2,28.8,31.9,Yes,Yes
25.1,30.5,1.4,63,31,41,71,65,1004.1,1001.8,28.4,28.8,Yes,Yes
24.1,27.5,70.2,59,31,35,96,89,1002,999,24.7,26,Yes,Yes
24.6,28.7,144.2,59,13,19,91,95,994.3,991.6,26.5,25.8,Yes,Yes
25.6,34.2,11.4,46,19,15,65,47,998.3,995.4,28.7,33.5,Yes,No
26.9,33.8,0,35,17,28,55,55,999.6,995.9,31.2,33.4,No,No
27,38.3,0,39,19,13,57,49,1000.9,997.2,32.3,36,No,No
27.5,35.3,0,41,2,22,70,70,1001.9,999.7,32.3,33.5,No,No
27.3,37.1,0,33,7,15,58,49,1004.4,1002.2,32.6,35.4,No,No
27.4,34,0,35,7,26,69,60,1007.4,1005.6,31.6,32.6,No,No
27.1,33.3,0,31,13,26,71,66,1009.6,1007.2,31,32.2,No,Yes
25.7,31.6,3.6,31,9,24,76,70,1007.5,1004.1,29.8,30.7,Yes,No
26.7,32.7,0.6,41,4,15,75,70,1004,1000,30.2,31.6,No,Yes
24.3,31.2,61.2,28,9,17,80,68,1002.2,999.7,28.1,30.5,Yes,Yes
24.8,31.5,1.8,37,2,19,78,73,1003.5,1000.8,28.8,30.4,Yes,No
25.7,31.2,0,37,13,30,80,66,1005.7,1003.2,27.5,30.2,No,No
25.7,31.4,0,37,17,19,64,58,1008.4,1005.8,28.9,30.6,No,No
24.3,30.8,0,35,15,24,61,59,1010.3,1007.6,27.6,29.5,No,No
22.8,30.8,0,48,17,19,59,67,1011.8,1008.9,27.7,28.6,No,No
22.5,29.7,0.2,56,19,13,63,79,1011.1,1009.4,27.2,26.7,No,Yes
23,31,3,39,19,26,64,59,1012,1008.7,27.1,29.6,Yes,No
22.9,31.3,0,44,20,24,59,53,1011.1,1007.9,27.4,30.4,No,No
21.8,30.8,0,44,17,28,57,55,1010.7,1007,26.9,29.8,No,No
22.2,30.5,0,41,11,31,58,59,1008.9,1005.1,26.3,28.3,No,No
21.5,30.5,0,35,19,22,56,54,1008.4,1005.2,27.3,29.7,No,No
20.4,32.4,0,39,11,28,55,42,1011.7,1008.8,27.4,30.7,No,No
20.9,31.7,0,35,13,28,56,58,1013.2,1009.8,28.2,29.9,No,No
20.6,33.6,0,30,9,17,66,45,1011.4,1007.8,27.1,32.1,No,No
21.8,34.7,0,30,6,19,57,43,1010.5,1007.1,29,33.8,No,No
23,32.8,0,31,11,17,62,51,1012.6,1008.5,27.5,31.8,No,No
23.8,28.8,0,43,30,20,60,86,1012.8,1009.7,27.1,24.8,No,Yes
23.3,30.5,21.8,41,20,20,84,88,1013.1,1010.6,27.4,27.1,Yes,Yes
25,32.2,5.2,52,20,31,74,61,1014.9,1011.9,28.1,31.1,Yes,Yes
25.1,31.1,7.2,48,28,31,77,67,1016,1012.5,28,30.2,Yes,No
23.6,30.8,0,39,13,30,68,61,1015.4,1011.9,27.7,30.3,No,No
22.2,30.9,0,41,19,30,72,60,1014.3,1011.2,27.1,29.4,No,No
22.5,30.6,0,39,15,26,69,60,1014.3,1011.3,27.1,30.1,No,No
22.7,30.9,0,44,17,35,65,55,1014.7,1011.4,27.1,28.9,No,No
21.6,30.9,0,43,17,31,65,58,1015.1,1011.7,27.7,29.6,No,No
21.3,30.8,0,39,13,30,62,57,1014.3,1011.1,26.7,29.2,No,No
20.9,30.4,0,41,19,24,66,55,1014.1,1011.3,27.1,29.5,No,No
19.7,30.3,0,30,4,20,61,62,1013.9,1011.1,27,28.6,No,No
22,30.7,0,28,9,17,65,54,1014.3,1011.4,28.3,29.8,No,No
23.5,31.1,0,24,7,15,67,58,1013.9,1011,28.2,30,No,No
23.6,30.3,0,35,6,20,81,69,1015.1,1012.2,25.6,27.7,No,No
22.8,31.3,0,52,19,31,60,57,1017.1,1014.5,27.3,28.8,No,No
21.3,31.2,0,52,20,35,57,51,1018.1,1014.1,26.6,29.3,No,No
21.6,31.1,0,44,19,19,60,50,1016.3,1012.2,25.1,30,No,No
21.9,28.7,0,43,13,17,63,59,1015.1,1012.3,25.8,27.3,No,No
21.8,30,0,46,17,20,57,58,1015.9,1013.1,26.6,27.7,No,No
23.8,29.9,0,50,20,26,63,66,1015.5,1012.3,26.1,27.1,No,Yes
21.8,23.6,3.6,48,17,15,90,94,1012.1,1009,22.8,22.3,Yes,Yes
19.3,23.1,22.2,48,15,11,88,86,1010.7,1008.3,21.6,23,Yes,Yes
20.9,28.1,22.6,46,17,20,87,61,1010.5,1008.4,22.5,27.8,Yes,No
22.1,29.2,0,37,20,17,67,62,1011.9,1008.7,24.2,28.2,No,No
20.5,29.1,0,31,4,26,68,70,1012.7,1009.4,26.4,27.6,No,No
21,29,0,30,13,24,74,72,1011.3,1008,26.3,27.2,No,No
23.2,30.5,0.4,28,11,20,77,67,1012.6,1009.4,25.3,28,No,No
21.7,29.4,0,26,9,19,79,68,1014.2,1010.4,26.2,28.5,No,No
21.4,29.5,0,30,0,19,76,63,1015.1,1011.7,27,29,No,No
20.7,29.5,0,24,6,13,71,59,1014.1,1010.7,26.9,28.8,No,No
21.8,29.7,0,30,2,22,78,69,1011.8,1008.4,25.8,27.6,No,No
22.7,30.1,0,30,7,19,70,65,1011.9,1009,27.3,29.5,No,No
24.4,30.3,0,30,13,20,69,63,1013.8,1011.1,27.9,29,No,No
20.8,30.2,0,26,6,15,76,54,1015.6,1012.5,27.4,29.3,No,No
22.3,29.8,0,30,6,13,79,62,1017,1013.2,26.3,28.5,No,No
20.8,30.1,0,28,7,17,76,56,1017.6,1014.8,26.7,29,No,No
20.1,30.4,0,48,19,31,65,45,1018.2,1015.7,26.9,29.1,No,No
19.6,29.9,0,43,17,24,56,56,1017.8,1014.3,25.3,28,No,No
19,30,0,39,15,20,53,48,1017.8,1014.1,25.7,28.7,No,No
18.8,30.7,0,37,20,28,56,48,1017.7,1014.6,26.1,30.2,No,No
20.7,30,0,44,11,28,62,57,1017.6,1014.6,25.9,29.1,No,No
22.5,30,0.2,52,19,30,78,53,1016.2,1012.9,25,28.9,No,No
19.7,30.1,0,39,11,28,60,57,1016.7,1013.7,26.7,28.1,No,No
19.2,29.7,0,44,13,31,58,54,1018.8,1015.6,26.4,28,No,No
19.4,29.3,0,43,17,30,60,50,1020.4,1016.5,26.6,28.5,No,No
16.5,28.8,0,37,17,30,52,46,1018.6,1014.5,24.1,27,No,No
15.5,29.1,0,46,9,31,56,52,1017.5,1013.5,24.3,27.1,No,No
17.3,24.3,0.6,41,20,13,97,74,1017.8,1015.2,19.7,23.3,No,Yes
19.2,27.6,9.2,41,20,30,64,61,1019.1,1016.2,24,26.5,Yes,Yes
21.4,27,1.2,54,20,33,78,62,1020.3,1017.7,23.8,25.3,Yes,No
19.4,27.5,0,43,13,22,70,62,1019.3,1016.3,22.8,26,No,No
19.3,29.4,0,52,20,30,60,55,1019.2,1015.9,24.7,27.4,No,No
17.2,28.3,0,48,13,30,65,56,1018.9,1016.3,24.5,26.8,No,No
17.3,28.2,0,39,17,24,71,66,1017.3,1013.8,24.2,26.9,No,No
19.3,28.9,0.2,22,6,13,73,60,1014.5,1010.9,25,26.7,No,No
21.7,27.7,0,24,15,17,69,70,1014.9,1011.9,24.8,26.3,No,No
22.3,29.5,0.4,44,0,15,86,76,1014.6,1011.5,24.9,26.3,No,Yes
17.8,25,10.4,33,13,7,73,47,1018.6,1014.7,19.1,24.5,Yes,No
19.1,26.9,0,22,13,13,71,68,1017.4,1014.6,23.3,24.3,No,Yes
20.4,25.8,2,26,9,19,82,56,1018.5,1015.2,22.6,25.4,Yes,No
17.9,27.2,0,33,15,20,67,62,1017.8,1014.7,24.3,25.8,No,No
22.6,26.4,0,37,22,17,75,73,1017.5,1013.2,24.1,24.7,No,No
23.4,28.4,0,33,11,20,74,74,1013.6,1009.9,25.5,26.5,No,Yes
21.1,26.3,3.8,33,11,13,76,53,1013.5,1010,22,25.9,Yes,No
17.6,24.8,0,50,35,26,49,28,1017.1,1013.8,19,24.6,No,No
13.9,24.4,0,30,20,13,46,38,1020.1,1016.2,19.9,23.9,No,No
11.2,26.9,0,39,7,22,44,43,1020.5,1016.9,21.5,26.1,No,No
14.7,27.2,0,50,13,22,48,47,1021,1018.7,21.7,25.8,No,No
15.9,26.1,0,50,19,22,66,60,1020.8,1018.4,22,24.9,No,No
17.7,28.8,0.8,43,15,24,63,49,1020.3,1017.4,23.2,27.3,No,No
20.6,27.6,0,44,20,30,70,59,1019.6,1017.4,23.8,26.5,No,No
16.2,27.8,0.2,54,17,31,62,60,1020.2,1017.8,24.3,25.5,No,No
16.8,27.7,0.2,41,19,28,82,52,1019.3,1015.3,21.6,26.1,No,No
14.3,28.1,0,33,11,19,67,55,1015.8,1012,22.4,26.3,No,No
14.9,29.5,0,39,28,20,55,58,1014.5,1012.7,22.4,26.1,No,No
14.8,26.3,0,44,17,28,49,45,1020.4,1017.9,21.9,25.1,No,No
15.6,27.5,0,46,11,31,67,49,1021,1017.9,20.8,26.3,No,No
17.9,27.6,0,46,0,26,72,57,1020.4,1018,23,25.8,No,No
18.6,28.2,0,39,22,30,62,54,1021.1,1017.5,23.5,26.2,No,No
17.9,28.2,0,44,13,28,63,54,1020,1016.9,22.9,25.9,No,No
18.7,27.4,0,50,19,28,74,64,1018.4,1014.9,22.1,25,No,No
19.9,27.7,0,39,17,20,68,58,1017,1014.1,22.8,25.4,No,No
17,27.8,0,37,13,17,68,67,1015.8,1013.4,23.3,25.3,No,No
20.4,28.2,1,30,7,20,82,65,1014.7,1011.4,23.2,26.5,No,No
17.4,28.3,0,24,0,17,83,62,1013.7,1010,22.5,27,No,No
16.9,29.7,0,28,4,13,66,52,1012.5,1009.4,24,28.2,No,No
17.5,26.6,0,39,26,19,33,25,1016.5,1012.6,20.4,25.7,No,No
11,24.7,0,30,6,17,41,34,1016.3,1011.7,20.1,23.7,No,No
12.2,25.4,0,31,0,19,64,59,1013.7,1010.3,20.4,24.1,No,No
14.3,27.9,0,30,13,9,32,30,1015,1011.6,21.7,26,No,No
10.3,26.1,0,33,0,22,32,45,1017.3,1014.3,21.1,24.3,No,No
15.2,23,0,30,13,17,59,57,1018.4,1015.8,21.8,22,No,No
17,23.1,0,20,0,6,56,31,1019.4,1016.4,19.3,21.8,No,No
15.4,24.5,0,31,9,24,37,41,1019.8,1016.8,19.7,22.8,No,No
11.8,24.9,0,37,13,30,58,50,1021.9,1018.5,19.8,23.6,No,No
11.6,24.6,0,31,7,22,58,39,1021.9,1017.2,19.5,23.2,No,No
11.3,25.6,0,35,2,28,53,43,1020,1015,19.8,24.1,No,No
11.1,25.1,0,28,2,15,60,35,1018.2,1014.5,20.2,23.7,No,No
11.8,24.7,0,31,7,26,65,63,1017.4,1013.5,19.2,22.7,No,No
13.7,25.2,0,30,6,24,67,57,1018.1,1014.2,20.3,23.6,No,No
13.6,26.2,0,33,6,26,71,48,1019.1,1016.2,21.1,24.6,No,No
12.9,26.9,0,33,13,24,61,24,1019.1,1015.8,20.9,26.5,No,No
14.7,25.1,0,41,30,28,43,23,1019.8,1014.9,17.7,24,No,No
10.4,26.6,0,39,17,24,35,22,1020,1015.6,19.7,26,No,No
10.2,26.7,0,43,9,20,48,43,1020,1016.8,21.2,25.6,No,No
12.6,27.2,0,31,7,28,64,64,1017.8,1013.6,21.4,24.2,No,No
16.2,26.6,0,30,15,15,75,55,1017.8,1014.4,22,25.8,No,No
14.9,27.8,0,30,0,17,83,64,1019.8,1016.5,21.4,26.3,No,No
21.3,27.5,0,48,22,31,68,52,1020.8,1018.3,24.4,26.2,No,No
21,27.5,0,54,30,35,65,50,1023.5,1020.8,24,25.8,No,No
18.9,27,0,52,28,33,49,36,1022.5,1019,23.2,25.9,No,No
18.9,27.5,0,50,26,28,61,48,1021.6,1018.4,22.5,25.3,No,No
19.4,26.1,0,52,19,31,59,54,1022.7,1020.2,22.8,25.1,No,No
18.3,26.8,0,56,20,30,69,55,1022.8,1019.7,21.1,24.6,No,No
14.6,26.1,0,52,15,30,61,50,1022,1018.7,21.3,24.6,No,No
16.6,26,0,48,15,31,61,51,1020.6,1017.9,21.3,24.8,No,No
15.5,27,0,46,17,26,63,46,1020,1017.5,22.1,25.5,No,No
16.7,22.3,0.4,41,17,13,88,86,1020.3,1017.5,19.5,21,No,Yes
18.8,26.6,3,48,19,33,68,53,1019.4,1015.9,22,25.3,Yes,No
17.2,27.2,0,50,24,33,73,63,1018.1,1015.3,23.3,25.1,No,No
19.6,26.1,0,37,17,20,77,70,1017.7,1014.2,22.9,24.5,No,No
17.4,27,0,31,7,20,82,70,1015.8,1012.5,22.8,25.2,No,No
16,27.5,0.2,30,0,20,82,57,1017,1014.4,22.4,25.9,No,No
20,27.4,0,33,15,22,76,65,1019.7,1017.3,23.1,25.9,No,No
19.2,22.8,0,46,31,33,45,42,1021.5,1019,19.7,21.9,No,No
15.6,24.7,0.4,44,31,20,30,13,1022.4,1018.2,18.7,24,No,No
11,24.9,0,41,17,28,38,44,1022.9,1019.5,18.8,23.3,No,No
14.1,26.1,0,54,17,33,53,55,1021.8,1019.2,22.2,23.4,No,No
14.7,26.3,0,52,17,31,59,48,1022.3,1019.2,21.1,24.8,No,No
16.7,26.9,0,48,24,31,58,47,1021.4,1018.2,23.1,25.1,No,No
18.2,27.2,0,37,20,30,56,59,1019.8,1015.7,22.1,24.2,No,No
13.4,27.2,0,30,7,15,61,46,1016.8,1011.8,21.7,25.6,No,No
11.8,26.2,0,39,4,31,61,52,1016.9,1013.5,21.1,23.8,No,No
11.1,25.5,0,37,2,28,60,46,1017.9,1015,20.6,23.7,No,No
13.8,26.2,0,37,9,28,61,69,1018.1,1015.4,21.5,22.7,No,No
18,27.4,0.2,31,6,15,72,43,1019.1,1015.9,22.3,25.1,No,No
13.5,27.4,0,30,0,17,78,40,1020.3,1015.8,21.4,25.9,No,No
12,26.3,0,31,0,20,73,39,1020.5,1016.7,20.9,25.4,No,No
11.5,26.1,0,30,2,19,68,44,1020.1,1016.4,20.9,24.7,No,No
11,25.9,0,30,7,19,70,43,1019,1014.2,21.3,25.1,No,No
10.7,27.1,0,30,0,19,71,36,1017.2,1012.2,20.2,25.6,No,No
8.7,27.2,0,41,9,33,54,49,1016.8,1014.1,21.3,24.2,No,No
11.5,25.1,0,35,9,24,58,49,1018.3,1016.1,21,23.7,No,No
11,25.6,0,30,6,20,69,55,1018.8,1015.8,21.2,24.9,No,No
13.2,27.4,0,33,11,22,74,41,1017.8,1014.1,22.5,26.2,No,No
13.5,28.3,0,31,0,15,73,46,1017.6,1014.1,23.2,26.3,No,No
13.6,27.1,0,28,9,15,67,50,1017.5,1014.2,23.6,26.6,No,No
15,27.8,0,26,4,17,69,56,1017.4,1014.3,23.3,26.3,No,No
17.6,27.1,0,33,17,24,72,64,1019,1015.9,24.3,25.9,No,No
20.2,28.1,0,28,17,17,74,62,1018.7,1015.2,24.6,26.1,No,No
19.4,28,0,30,7,20,75,62,1018.4,1014.7,23.6,26.8,No,No
16.4,28,0,30,7,17,68,55,1018,1012.8,24.7,26.8,No,No
15.9,32.8,0,30,7,15,69,27,1015.6,1010.7,24.2,30.4,No,No
14.4,27.3,0,44,7,31,77,58,1016,1012.9,21,25.1,No,No
15.5,26.4,0,43,13,26,71,53,1017.6,1014.2,20.9,25,No,No
14.8,26.5,0,39,11,30,57,44,1019.9,1017.1,22.4,25,No,No
12.5,26.7,0,35,2,26,56,45,1021.9,1018.1,22.9,25.4,No,No
11.1,27.1,0,37,13,26,50,41,1022.5,1019.8,22.9,25.9,No,No
14.4,27.8,0,48,17,35,53,52,1022.1,1018.7,22.2,25.3,No,No
15.1,27.4,0,43,15,33,58,54,1021.7,1018.1,23.8,25.6,No,No
15.5,27.7,0,39,15,28,62,48,1021.1,1017.2,23.4,25.8,No,No
14.5,27.3,0,37,13,28,62,60,1020.8,1016.7,23.3,25.4,No,No
15.8,27.1,0,46,17,35,51,49,1021.3,1017.4,24.2,25.6,No,No
16.4,27.5,0,37,15,30,56,53,1022.1,1018.1,24.2,25.7,No,No
15.2,28.4,0,43,20,28,54,48,1022.9,1019.6,24.2,26.8,No,No
14.8,28,0,50,20,30,62,57,1024.6,1020.9,24.1,25.7,No,No
17.8,28.3,0,59,33,39,47,41,1024.3,1021.3,24.4,26.4,No,No
19,27.2,0,61,30,39,60,47,1024.5,1021.2,21.8,25.5,No,No
18.5,27.6,0,54,22,35,44,45,1024.3,1020.7,24,25.7,No,No
19.2,28.3,0,59,30,33,51,40,1024,1021.1,23.1,25.7,No,No
17.6,27.4,0,54,28,35,52,43,1023.5,1020.6,23.6,25.7,No,No
15,27.2,0,43,11,35,53,59,1022.4,1018.7,23.5,24.3,No,No
14.6,26.6,0,39,15,31,58,63,1020.4,1015.4,23.8,24.4,No,No
19.1,28.7,0,33,13,24,62,41,1017.2,1012.3,25.1,27.7,No,No
18.9,29.1,0,33,13,17,68,52,1016.8,1012.5,25.7,27.9,No,No
18.9,32.3,0.2,30,13,20,70,32,1017.5,1013.2,25.1,29.9,No,No
15.8,29.7,0,35,9,17,71,46,1016.9,1012.8,24.8,28.1,No,No
18.2,28.7,0,35,19,22,57,54,1017,1013.1,26.3,27.5,No,No
16.9,28.4,0,35,15,19,58,54,1016.8,1012.8,26,27.4,No,No
15.4,28.8,0,33,17,20,61,55,1014.7,1010.2,26.1,27,No,No
21.6,29.5,0,35,17,26,67,52,1013.1,1008.5,25.1,27.5,No,No
20.3,30.7,0,31,19,20,69,58,1012.9,1008.3,25.4,28.8,No,No
21.6,31,0,30,13,20,71,54,1013.6,1009.2,25.8,29.3,No,No
18.1,32.2,0,30,6,17,67,24,1014.3,1009.9,26.3,31.4,No,No
17.4,30.2,0,31,13,15,31,56,1012.8,1008.7,26.7,28.7,No,No
18.1,29.8,0,35,11,26,61,47,1013.7,1009.8,26.9,29.1,No,No
21.5,30,0.4,39,26,20,68,55,1015.7,1012.7,26.9,28.3,No,No
21.6,29.5,0,39,19,26,58,47,1016.9,1013.2,27.3,27.8,No,No
20.3,28.9,0,35,17,19,67,50,1016.5,1013.5,25.1,27.9,No,No
15.2,29.2,0,37,13,19,69,54,1017.7,1012.7,24.6,28,No,No
19.2,29.7,0,41,13,15,62,52,1016.4,1012.8,26.8,28.4,No,No
21.5,30.6,0,31,9,24,61,53,1016.9,1011.8,27,30.2,No,No
22.2,30.6,0,41,15,20,56,46,1015.5,1012.1,27.2,29,No,No
20.4,29.5,0,41,17,33,59,54,1016.9,1014.6,27.1,28.3,No,No
23.7,29.2,0,37,20,26,57,53,1018.7,1015.1,26.7,28.3,No,No
22.8,30.3,0,39,17,31,59,58,1017.2,1013.1,27.9,28,No,No
23.4,30.4,0,33,9,15,62,54,1014.8,1010.6,26.7,29.3,No,No
21.1,30.1,0,39,15,31,63,58,1015.3,1012.4,27.1,28.5,No,No
23.2,29.8,0,41,19,30,62,55,1017.3,1013.5,26.9,28.8,No,No
21.2,28.4,0,35,20,24,52,50,1016.4,1012.1,25.9,26.7,No,No
19.3,29.4,0,33,15,17,54,50,1013.8,1010.3,26.2,27.5,No,No
17.2,33,0,31,0,19,53,15,1012.2,1009,27.9,32.3,No,No
17.2,30.5,0,52,9,35,59,59,1016.5,1014.5,27.1,28.3,No,No
22.6,30.2,0,41,24,33,47,39,1019.5,1015.1,27.3,27.9,No,No
18.1,30,0,37,20,26,49,38,1016.9,1012.6,26.6,28.1,No,No
18.4,29.9,0,39,19,28,41,42,1015.7,1012.5,27.7,28.3,No,No
20.2,30.4,0,39,24,30,60,67,1015.3,1011.8,28.1,27.3,No,No
24,31.6,0,39,17,28,71,56,1014.7,1010.5,27.3,29.8,No,No
25.2,31.2,0,39,26,31,70,64,1017.6,1014.6,28.8,28.7,No,Yes
23.6,26.7,1.2,39,20,28,92,72,1018.3,1015.7,24,25.5,Yes,Yes
22.6,29.2,7.6,35,19,22,71,65,1018.1,1014.8,25.7,26.5,Yes,No
23,30.2,0,37,19,30,63,57,1016.7,1014.5,27.8,28.5,No,No
23.3,30.7,0,52,22,33,59,58,1018.5,1015.2,27.9,29.2,No,No
22.6,30.6,0,48,31,28,49,53,1018.2,1013.9,28.2,28.5,No,No
19.3,29.5,0,52,30,33,51,54,1016.6,1012.9,28.3,28.7,No,No
21.2,30.5,0,41,26,31,59,63,1015.6,1012.6,27.7,28.1,No,No
23.7,30.1,0,37,28,30,56,57,1015.3,1011.3,28.1,28.5,No,No
22.5,30.5,0,35,22,28,54,51,1014.7,1011.5,28.1,28.7,No,No
21.2,30.3,0,33,17,22,54,46,1017.2,1014.2,27.3,29.1,No,No
23,30.9,0,39,24,31,55,59,1018.6,1015.9,28.2,29,No,No
22.4,30.7,0,39,17,30,58,57,1018.3,1015.5,28.3,28.9,No,No
24.5,30.4,0,39,20,28,54,46,1019,1015.8,27.7,29,No,No
23.7,30.9,0,35,20,22,51,47,1017.4,1013.4,27.7,28.4,No,No
20.1,30.4,0,37,17,20,59,52,1014.7,1011.1,27.9,28.5,No,No
21.6,30.5,0,41,17,30,59,53,1014.2,1011.9,28.3,28.6,No,No
24.4,31.4,0,48,30,33,66,63,1015.5,1012.8,29,29.4,No,Yes
20.6,29.2,97.2,52,26,31,76,65,1017.4,1014.6,25.8,27.6,Yes,No
21.8,29.3,0,43,22,33,46,53,1017.8,1013.9,27,28,No,No
18.3,29.4,0,35,9,28,52,55,1015.8,1013.3,26.5,27.7,No,No
20.2,30.3,0,48,26,31,53,52,1017.5,1015.2,28.3,29.3,No,Yes
20.7,29.1,21.8,56,24,28,64,63,1017.8,1014.1,26.6,27.1,Yes,No
22,29.1,0,39,15,30,58,59,1016,1012.6,26.2,27.5,No,No
22.4,29.7,0,41,26,31,57,55,1015.4,1011.6,27,28.2,No,No
20.4,29,0,37,19,28,54,50,1014.3,1010.9,26.9,27.8,No,No
21.5,29.3,0,35,17,28,54,51,1012.7,1009.2,26.9,27.8,No,No
22.1,30.2,0,37,15,28,65,66,1012.6,1009.3,27.6,28.5,No,No
25.5,30.6,0,43,30,33,70,66,1013,1010.4,28.1,28.7,No,No
24.9,29,0,33,17,20,65,66,1013.4,1010.7,27,27.2,No,No
23.2,30.4,0,35,13,22,68,55,1013,1009.7,27.8,29.5,No,No
24.1,31.4,0,37,13,24,68,61,1012.2,1008.5,27.7,30,No,No
24.9,31.5,0,35,19,24,67,59,1010.3,1007,27.9,29.7,No,No
25.6,30.7,0,52,24,37,70,66,1009.2,1004.6,27.9,28.7,No,Yes
22.4,30.6,3.8,31,7,13,72,68,1010.3,1006.8,27,29.2,Yes,No
25.2,31.3,0,30,9,17,71,67,1010.3,1007.7,28.8,28.9,No,Yes
22.7,30.7,2.2,31,0,15,71,66,1011.4,1006.8,27.4,29.2,Yes,No
25.4,32.7,0.4,39,15,26,67,65,1009.2,1006.3,29.5,30.6,No,Yes
23.2,30.7,4.8,37,26,28,93,70,1009.7,1006,23.3,29.7,Yes,Yes
23.3,32,4.6,52,11,28,73,91,1007.4,1004.7,29.1,25.8,Yes,Yes
24.6,30.9,3.6,37,17,20,73,59,1008.2,1004.7,27.6,30.1,Yes,No
24.3,30.8,0.2,30,11,9,69,65,1005.3,1003,29.2,30,No,No
23.2,33.6,0,30,13,15,58,54,1006.5,1002.9,30.5,32.7,No,No
26,32,0,44,24,24,65,61,1010.2,1008.4,30.2,30.8,No,No
25.9,31.7,0.4,46,28,31,73,46,1012.9,1010.3,27.6,29.3,No,No
23.8,30.3,0,33,20,20,59,56,1012,1008.4,28.2,29.6,No,No
24.7,32.4,0,31,15,13,75,62,1010.4,1007.6,28.6,30.4,No,No
25.2,32.4,0,48,20,35,60,60,1014.3,1012.2,30.4,30.1,No,Yes
23.9,30.7,4,48,28,35,56,51,1016.8,1011.9,28.1,29.5,Yes,No
22.4,31.1,0,43,24,31,48,46,1014.4,1011,28.6,29,No,No
21,30.7,0,37,15,24,52,46,1012,1009.3,27.4,28.9,No,No
21,30.8,0,33,15,24,62,49,1008.9,1006.2,26.9,29.3,No,No
24.2,33.6,0,33,11,26,60,47,1009.6,1007.8,30,32.4,No,No
25.3,32.3,0.8,48,15,31,69,61,1014.7,1012.2,28.4,30.8,No,No
24.9,31.9,0.2,50,30,35,56,54,1015,1011.6,29.6,30.5,No,No
23.2,31.8,0,48,17,35,49,46,1013.4,1009.3,28,29.8,No,No
23.2,31.1,0,35,17,24,56,56,1010.4,1007.6,28.4,29.5,No,No
23.6,31.7,0,37,19,17,59,47,1010.3,1006.8,28,30.1,No,No
24.6,32.3,0,35,17,17,53,45,1008.3,1005.6,29.6,31.4,No,No
25.1,33,0,39,17,17,59,45,1010,1007.3,29.7,31.5,No,No
24.4,31.4,0.2,54,11,26,68,72,1011.4,1009.1,28.6,28.5,No,No
24.2,32.9,0.6,43,20,33,56,45,1012.8,1010.1,28.6,31.3,No,No
23.7,33.3,0,50,20,33,51,38,1013.3,1010.5,30.2,31.9,No,No
23.5,32.7,0,56,24,28,54,46,1013.7,1011.4,29.4,30.9,No,No
23.9,33,0,52,26,35,48,49,1014.2,1011.5,29.7,31.2,No,No
24.4,32.3,0,59,24,39,52,48,1014.5,1012.4,29,30.5,No,No
24,31.8,0,54,31,37,55,49,1015.2,1012.1,28.3,30.3,No,No
22.4,31.3,0.2,48,26,33,54,50,1014.1,1011.5,28.6,30.5,No,No
23,31.8,0,44,28,35,52,52,1013.9,1010.8,28.5,29.4,No,No
24.1,31.6,0,41,22,31,51,54,1013.3,1011.3,29.3,29.8,No,No
24.8,31.7,0,37,19,30,54,49,1013.4,1010.7,28.9,30,No,Yes
21.2,30.2,3.4,41,19,31,83,61,1013.3,1010.8,26.3,29.3,Yes,No
25.2,31.8,0,37,13,28,55,49,1012,1008.6,28.4,30.5,No,No
22.4,32,0,39,15,20,54,51,1009.9,1006.2,29.5,29.5,No,No
23.3,33,0,31,15,15,60,45,1010.2,1007.3,28.9,31.8,No,No
25.7,33.1,0,37,11,17,55,45,1011,1008.5,30.2,31.6,No,No
22,35.1,0,31,15,24,60,47,1011,1008.4,30.2,32.3,No,No
25.9,35.6,0,39,13,24,64,55,1010.8,1006.2,30.1,32,No,No
27,32.6,0,39,24,28,65,61,1009.5,1007.3,30.5,30.8,No,No
26.3,33.2,0,35,17,20,58,49,1011.8,1008.2,29.7,31.8,No,No
26.7,33.7,0,35,19,19,64,58,1009.6,1004.9,29.4,32.2,No,No
27.3,35.2,0,35,13,22,67,61,1007.6,1002.2,30.9,32.6,No,No
28.2,34.5,0,37,19,15,72,62,1006.8,1003.3,30.4,33,No,No
27.8,33.2,0,35,17,28,61,52,1007.8,1006.3,30.7,31.5,No,No
25.7,33,0,37,20,28,64,55,1008.6,1006.7,29.4,30.3,No,Yes
26.6,31.5,2.4,46,13,30,78,64,1009.8,1008.1,28.7,30.7,Yes,Yes
24.8,32,9.2,41,22,22,68,59,1011.5,1009.4,29.4,30.6,Yes,Yes
24.1,32.8,2,44,17,30,65,58,1012.7,1010.1,29.2,31.4,Yes,No
24.7,31.9,0.6,48,11,31,84,54,1013.1,1009.5,26.3,31.1,No,No
24.8,33.6,0.8,50,20,33,54,48,1011.9,1008.7,29.1,31.4,No,No
24.7,33.1,0,59,28,35,53,52,1011.5,1008.8,29.5,30.7,No,No
24.6,32.8,0,57,26,31,59,54,1012.2,1010.4,28.7,30.1,No,No
